file,class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\$.java,io.vavr.$,class,36,20,1,18,190,0.0,0.0,20,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,11,62,20,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\CheckedConsumer.java,io.vavr.CheckedConsumerModule,interface,2,1,1,0,0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\CheckedConsumer.java,io.vavr.CheckedConsumer,interface,3,5,1,4,6,0.0,0.0,4,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,25,3,0,0,1,0,1,0,0,0,1,2,0,0,2,64,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\CheckedPredicate.java,io.vavr.CheckedPredicate,interface,3,5,1,2,6,0.0,0.0,4,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,20,5,0,0,1,0,0,0,0,0,2,2,0,0,2,52,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\CheckedPredicate.java,io.vavr.CheckedPredicateModule,interface,2,1,1,0,0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\CheckedRunnable.java,io.vavr.CheckedRunnable,interface,2,4,1,2,3,0.0,0.0,3,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,1,0,0,0,0,0,0,2,0,0,1,42,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\CheckedRunnable.java,io.vavr.CheckedRunnableModule,interface,2,1,1,0,0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\AbstractMultimap.java,io.vavr.collection.AbstractMultimap$SerializableSupplier,interface,1,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\AbstractMultimap.java,io.vavr.collection.AbstractMultimap,class,23,120,1,132,2252,0.0,0.0,76,0,70,1,4,1,75,3,0,0,4,1,0,2,2,0,4,0,48,382,90,4,6,0,12,69,7,26,3,51,2,0,1,21,159,1024,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\AbstractQueue.java,io.vavr.collection.AbstractQueue,class,10,27,1,27,190,0.0,0.0,20,0,20,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,17,67,14,0,0,0,0,14,0,0,3,0,1,0,0,0,86,1024,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Array.java,io.vavr.collection.Array$Anonymous1,anonymous,2,4,1,1,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,12,2,0,0,0,0,0,1,1,0,1,1,0,0,0,9,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Array.java,io.vavr.collection.ArrayModule$Combinations,innerclass,3,2,1,8,0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,10,2,0,1,0,1,0,3,0,2,2,1,0,0,2,5,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Array.java,io.vavr.collection.Array,class,30,232,1,173,9395,0.0,0.0,143,38,138,3,0,2,140,0,0,0,3,2,0,3,0,0,3,0,223,812,178,15,10,0,6,66,81,85,37,70,3,1,0,4,323,17,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Array.java,io.vavr.collection.ArrayModule,interface,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\BitMappedTrie.java,io.vavr.collection.BitMappedTrie,class,11,70,1,58,30,0.0,0.0,37,8,0,20,0,17,17,0,0,0,9,5,0,5,0,4,9,0,50,297,46,11,7,3,4,3,34,86,31,73,2,1,0,5,201,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\BitMappedTrie.java,io.vavr.collection.NodeModifier,interface,2,1,1,2,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,1,5,0,0,0,0,0,0,1,2,1,6,0,0,0,2,17,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\BitMappedTrie.java,io.vavr.collection.LeafVisitor,interface,1,1,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\BitMappedTrie.java,io.vavr.collection.BitMappedTrie$Anonymous1,anonymous,4,6,1,6,0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,5,0,0,5,0,0,1,0,1,27,2,0,1,0,0,1,2,9,0,6,1,0,0,0,25,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\BitSet.java,io.vavr.collection.BitSet$BitSetN,innerclass,6,13,3,9,0,0.0,0.0,8,1,3,1,0,4,7,0,0,0,3,1,0,3,0,0,3,0,4,56,8,2,1,0,0,0,8,12,1,8,2,0,0,0,41,26,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\BitSet.java,io.vavr.collection.BitSet$BitSet2,innerclass,6,17,3,5,0,0.0,0.0,7,0,3,0,0,4,7,0,0,0,3,1,0,3,0,0,3,0,4,68,12,0,4,0,2,1,13,10,4,7,2,0,0,0,42,26,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\BitSet.java,io.vavr.collection.BitSet$BitSetIterator,innerclass,5,7,1,5,0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,3,0,0,3,0,0,1,0,1,29,3,1,3,0,2,0,7,6,4,4,2,0,0,0,29,26,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\BitSet.java,io.vavr.collection.BitSet$BitSet1,innerclass,6,13,3,5,0,0.0,0.0,7,0,3,0,0,4,7,0,0,0,3,1,0,3,0,0,3,0,2,53,8,0,2,0,1,2,9,8,1,6,2,0,0,0,45,26,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\BitSet.java,io.vavr.collection.BitSet,class,29,100,8,99,4005,0.0,0.0,90,32,89,1,0,0,89,22,35,0,3,3,0,3,0,0,3,0,85,772,68,0,1,0,0,25,8,7,0,15,1,0,6,7,221,1025,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\BitSet.java,io.vavr.collection.BitSet$AbstractBitSet,innerclass,18,80,2,57,718,0.0,0.0,40,0,29,2,0,9,38,3,0,0,3,1,0,1,0,2,3,0,18,246,52,1,8,0,13,16,29,27,18,27,3,0,0,2,119,1034,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\BitSet.java,io.vavr.collection.BitSet$Builder,innerclass,9,11,1,15,30,0.0,0.0,9,0,8,1,0,0,8,0,1,0,3,1,0,3,0,0,3,0,9,51,11,0,0,0,0,5,5,5,3,9,1,0,0,3,29,25,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\CharSeq.java,io.vavr.collection.CharSeq$CharUnaryOperator,interface,0,1,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\CharSeq.java,io.vavr.collection.CharSeqModule,interface,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\CharSeq.java,io.vavr.collection.CharSeq,class,27,344,1,223,10562,0.0,0.0,212,17,205,4,0,3,208,0,0,0,3,2,0,3,0,0,3,0,221,1121,258,29,25,0,7,57,81,106,27,93,4,0,2,2,781,17,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\CharSeq.java,io.vavr.collection.CharSeq$CharFunction,interface,1,1,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\CharSeq.java,io.vavr.collection.CharSeqModule$Combinations,interface,4,2,1,8,0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,10,2,0,1,0,1,0,3,0,2,1,1,0,0,2,7,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Collections.java,io.vavr.collection.Collections$Anonymous1,anonymous,1,2,1,4,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,5,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Collections.java,io.vavr.collection.Collections$Anonymous2,anonymous,2,4,1,2,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,12,2,0,0,0,0,0,1,1,0,1,1,0,0,0,10,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Collections.java,io.vavr.collection.Collections,class,30,123,1,128,1128,0.0,0.0,48,48,0,5,0,43,43,0,0,0,0,0,0,0,0,0,0,0,68,490,89,13,20,3,10,57,35,49,11,66,3,2,1,17,161,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Collections.java,io.vavr.collection.Collections$IterableWithSize,innerclass,4,6,1,6,0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,2,0,0,2,0,0,2,0,2,25,5,0,0,0,1,0,0,2,0,2,1,0,0,0,11,8,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Comparators.java,io.vavr.collection.Comparators,class,2,2,1,1,1,NaN,NaN,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Comparators.java,io.vavr.collection.NaturalComparator,class,2,6,1,1,13,0.0,0.0,6,1,3,2,0,1,4,0,0,0,2,2,0,2,0,0,2,0,0,21,5,0,0,0,1,2,2,2,0,2,0,0,0,0,33,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Foldable.java,io.vavr.collection.Foldable,interface,4,9,1,4,36,0.0,0.0,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,3,20,3,0,0,0,0,3,0,0,0,0,0,0,0,0,114,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashArrayMappedTrie.java,io.vavr.collection.HashArrayMappedTrieModule,interface,4,0,9,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashArrayMappedTrie.java,io.vavr.collection.HashArrayMappedTrieModule$LeafNodeIterator,innerclass,13,18,1,6,0,0.0,0.0,6,2,2,3,0,1,3,0,0,0,6,1,0,6,0,0,4,0,5,72,8,3,2,0,2,3,7,19,3,11,2,0,0,0,40,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashArrayMappedTrie.java,io.vavr.collection.HashArrayMappedTrieModule$AbstractNode,innerclass,12,19,1,19,171,0.0,0.0,19,6,9,0,0,10,19,3,1,0,4,4,0,0,0,4,4,0,11,66,16,0,0,0,3,4,20,9,14,9,0,0,0,2,66,1024,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashArrayMappedTrie.java,io.vavr.collection.HashArrayMappedTrie,interface,7,11,1,1,55,0.0,0.0,11,1,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashArrayMappedTrie.java,io.vavr.collection.HashArrayMappedTrieModule$IndexedNode,innerclass,10,27,2,15,0,0.0,0.0,7,0,2,1,0,4,6,0,0,0,4,1,0,4,0,0,4,0,16,99,14,1,6,0,4,3,14,29,10,25,2,0,0,0,71,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashArrayMappedTrie.java,io.vavr.collection.HashArrayMappedTrieModule$ArrayNode,innerclass,9,15,2,9,0,0.0,0.0,7,0,2,1,0,4,6,0,0,0,4,1,0,4,0,0,4,0,7,61,9,1,1,0,1,4,10,20,12,17,2,0,0,0,61,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashArrayMappedTrie.java,io.vavr.collection.HashArrayMappedTrieModule$EmptyNode,innerclass,9,10,2,2,34,0.0,0.0,9,1,3,2,0,4,7,0,0,0,2,2,0,2,0,0,2,0,2,30,8,0,1,0,1,1,2,2,0,2,0,0,0,0,45,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashArrayMappedTrie.java,io.vavr.collection.HashArrayMappedTrieModule$LeafNode,innerclass,8,8,2,9,10,0.0,0.0,5,1,1,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,5,25,4,0,2,0,0,0,0,6,2,6,1,0,0,0,31,1024,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashArrayMappedTrie.java,io.vavr.collection.HashArrayMappedTrieModule$LeafList$Anonymous1,anonymous,6,5,1,1,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,19,2,0,1,0,1,0,0,4,0,2,1,0,0,0,12,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashArrayMappedTrie.java,io.vavr.collection.HashArrayMappedTrieModule$LeafList,innerclass,12,27,3,14,0,0.0,0.0,11,1,2,2,0,7,9,0,0,0,6,1,0,6,0,0,6,0,7,121,18,3,7,0,2,0,2,22,1,17,2,1,0,1,60,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashArrayMappedTrie.java,io.vavr.collection.HashArrayMappedTrieModule$LeafSingleton,innerclass,9,16,3,6,1,0.0,0.0,10,0,2,1,0,7,9,0,0,0,4,1,0,4,0,0,4,0,6,43,10,0,4,0,2,0,2,4,0,4,1,0,0,0,43,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashArrayMappedTrie.java,io.vavr.collection.HashArrayMappedTrieModule$Action,enum,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashMap.java,io.vavr.collection.HashMap,class,21,123,1,119,4909,0.0,0.0,103,25,99,4,0,0,99,0,0,0,3,2,0,3,0,0,3,0,115,393,106,7,2,0,0,29,1,18,1,24,2,0,0,9,231,17,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashMultimap.java,io.vavr.collection.HashMultimap,class,13,9,2,3,36,0.0,0.0,9,5,5,1,3,0,8,0,0,0,1,1,0,1,0,0,1,0,3,123,8,0,0,0,0,2,1,1,0,1,0,0,1,1,68,17,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashMultimap.java,io.vavr.collection.HashMultimap$Builder,innerclass,13,26,1,27,251,0.0,0.0,23,0,22,1,0,0,22,0,2,0,2,0,0,2,0,0,2,0,13,93,22,3,0,0,0,8,0,10,0,7,1,0,0,0,99,9,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashSet.java,io.vavr.collection.HashSet$SerializationProxy,innerclass,4,8,1,11,0,NaN,NaN,4,0,0,3,0,1,1,0,0,0,2,1,0,2,0,0,1,0,2,30,1,2,0,0,0,2,3,8,0,6,1,0,0,0,93,26,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\HashSet.java,io.vavr.collection.HashSet,class,26,139,1,138,4845,0.0,0.0,102,32,98,4,0,0,98,0,0,0,3,2,0,3,0,0,3,0,131,496,120,2,7,0,2,47,4,21,1,25,2,0,1,4,250,17,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\IndexedSeq.java,io.vavr.collection.IndexedSeq$Anonymous1,anonymous,3,4,1,2,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,2,0,0,0,0,0,2,1,0,1,0,0,0,0,16,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\IndexedSeq.java,io.vavr.collection.IndexedSeqModule$Slice,innerclass,6,17,1,9,6,0.0,0.0,4,4,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,10,52,11,2,1,0,1,1,13,10,3,8,2,0,0,0,18,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\IndexedSeq.java,io.vavr.collection.IndexedSeqModule$Search,interface,3,4,1,2,0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,2,1,0,0,2,0,8,6,6,4,2,0,0,0,10,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\IndexedSeq.java,io.vavr.collection.IndexedSeqModule,interface,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\IndexedSeq.java,io.vavr.collection.IndexedSeq$Anonymous2,anonymous,4,4,1,3,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,12,2,0,0,0,0,0,1,1,0,1,1,0,0,0,9,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\IndexedSeq.java,io.vavr.collection.IndexedSeq,interface,15,115,1,24,4465,0.0,0.0,95,1,0,0,0,95,95,0,0,0,1,0,0,0,0,1,0,0,17,226,22,5,1,0,1,11,12,20,6,22,4,2,0,2,213,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.Iterator$Anonymous31,anonymous,2,5,1,4,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,19,3,0,0,0,0,0,0,3,0,2,1,0,0,0,14,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.Iterator$Anonymous2,anonymous,1,4,1,1,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,12,2,0,0,0,0,0,1,1,0,1,1,0,0,0,9,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.Iterator$Anonymous35,anonymous,2,4,1,3,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,13,2,0,0,0,0,0,1,1,0,1,1,0,0,0,10,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.Iterator$Anonymous11,anonymous,1,4,1,3,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,14,2,0,0,0,0,0,1,3,0,2,1,0,0,0,14,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.Iterator$Anonymous23,anonymous,2,3,1,4,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,12,2,0,0,0,0,0,1,1,0,1,1,0,0,0,9,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.Iterator$Anonymous15,anonymous,1,3,1,1,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,14,2,0,0,0,0,0,0,3,0,2,1,0,0,0,12,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.Iterator$Anonymous27,anonymous,3,6,1,9,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,3,20,2,1,0,0,0,0,0,5,0,3,2,0,0,0,10,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.Iterator$Anonymous6,anonymous,1,4,1,1,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,12,2,0,0,0,0,0,1,1,0,1,1,0,0,0,9,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.Iterator$Anonymous19,anonymous,2,3,1,1,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,10,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.EmptyIterator,class,2,5,1,1,10,0.0,0.0,5,0,4,1,0,0,4,0,0,0,1,1,0,0,0,1,1,0,1,17,2,0,0,0,0,1,0,1,0,1,0,0,0,0,24,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.BigDecimalHelper,class,2,8,1,14,1,0.0,0.0,2,2,0,0,0,2,2,0,0,0,1,1,0,1,0,0,1,0,11,37,5,1,3,0,0,0,3,10,1,8,3,0,0,1,33,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.RangeIntBackwardIterator,class,2,7,1,1,0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,6,0,0,6,0,0,4,0,0,36,4,0,0,0,3,0,1,9,1,8,1,0,0,0,20,16,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.Iterator$Anonymous20,anonymous,2,4,1,3,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,19,3,0,0,0,0,0,0,3,0,1,1,0,0,0,12,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.Iterator$Anonymous32,anonymous,2,4,1,4,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0,0,0,0,1,0,1,1,0,0,0,10,-1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.Iterator,interface,43,175,1,111,5886,0.0,0.0,109,45,0,0,0,109,109,0,0,0,0,0,0,0,0,0,0,0,150,1218,151,3,9,0,2,67,27,40,1,46,2,37,0,8,345,1,0
C:\Users\erika\Desktop\projetos\MINING-Study-master\LAB2\.\project\clone\src\main\java\io\vavr\collection\Iterator.java,io.vavr.collection.Iterator$Anonymous3,anonymous,1,4,1,1,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,12,2,0,0,0,0,0,1,1,0,1,1,0,0,0,9,-1,0
