Unnamed: 0,HashId,ProjectName,CreatedAt,Age,PrimaryLanguage,Stargazers,TotalOfReleases,CBO,DIT,LOC,LCOM
355,MDEwOlJlcG9zaXRvcnk2NDgxNzEwMg==,smuyyh/BookReader,03/08/2016,6,Java,6159,0,2.0,1.0,22740,0
356,MDEwOlJlcG9zaXRvcnkyOTI5MzAwMg==,ArthurHub/Android-Image-Cropper,15/01/2015,7,Java,6152,32,4.0,1.0,4655,0
357,MDEwOlJlcG9zaXRvcnk4Mzc5OTQzOQ==,LawnchairLauncher/lawnchair,03/03/2017,5,Java,6152,25,5.0,1.0,43734,1.0
358,MDEwOlJlcG9zaXRvcnkxODk5MzgxNA==,bytedeco/javacv,21/04/2014,8,Java,6148,8,4.0,1.0,26632,1.0
359,MDEwOlJlcG9zaXRvcnkxMjM1MzY3OA==,ikew0ng/SwipeBackLayout,25/08/2013,9,Java,6143,0,3.0,1.0,1635,3.0
360,MDEwOlJlcG9zaXRvcnkxNjYyMTY1OQ==,real-logic/aeron,07/02/2014,8,Java,6137,83,4.0,1.0,89877,0
361,MDEwOlJlcG9zaXRvcnkyNTk2NTAzNA==,rengwuxian/MaterialEditText,30/10/2014,7,Java,6117,19,2.0,1.0,3385,0
362,MDEwOlJlcG9zaXRvcnkxNjY1MTUwMjI=,trinodb/trino,19/01/2019,3,Java,6099,0,-,-,-,-
363,MDEwOlJlcG9zaXRvcnkyMzIwNjI5MA==,google/error-prone,21/08/2014,8,Java,6077,23,4.0,1.0,115211,0
364,MDEwOlJlcG9zaXRvcnkyNzc2NDgxMQ==,rey5137/material,09/12/2014,7,Java,6041,10,3.0,1.0,27346,1.0
365,MDEwOlJlcG9zaXRvcnkyMTQ5MDk2Mw==,pedrovgs/EffectiveAndroidUI,04/07/2014,8,Java,6038,0,3.0,1.0,1923,1.0
366,MDEwOlJlcG9zaXRvcnkxMzQyMTg3OA==,pentaho/pentaho-kettle,08/10/2013,8,Java,6029,1,3.0,1.0,80742,2.0
367,MDEwOlJlcG9zaXRvcnkyNDY1MDMzOQ==,google/physical-web,30/09/2014,7,Java,6029,17,3.0,1.0,7481,0
368,MDEwOlJlcG9zaXRvcnk1NDYxOTQ1MA==,aa112901/remusic,24/03/2016,6,Java,6029,0,3.0,1.0,27023,0
369,MDEwOlJlcG9zaXRvcnkxOTM0MDAwOQ==,daimajia/NumberProgressBar,01/05/2014,8,Java,6014,3,0.5,1.0,380,0
370,MDEwOlJlcG9zaXRvcnkxNDUwMTE1,AsyncHttpClient/async-http-client,07/03/2011,11,Java,6000,0,4.0,1.0,32817,1.0
371,MDEwOlJlcG9zaXRvcnkxMDExNTM5,rest-assured/rest-assured,21/10/2010,11,Java,6000,0,5.0,1.0,27447,0
372,MDEwOlJlcG9zaXRvcnk2NjAyMzYwNQ==,awsdocs/aws-doc-sdk-examples,18/08/2016,6,Java,5990,0,5.0,1.0,50603,1.0
373,MDEwOlJlcG9zaXRvcnk5Mjc0NTQ=,rabbitmq/rabbitmq-tutorials,21/09/2010,11,Java,5989,0,5.0,1.0,1479,1.0
374,MDEwOlJlcG9zaXRvcnk0MjExNTkzMw==,sshahine/JFoenix,08/09/2015,7,Java,5982,0,4.0,1.0,24546,1.0
375,MDEwOlJlcG9zaXRvcnkxODI2MzAyNg==,singwhatiwanna/dynamic-load-apk,30/03/2014,8,Java,5969,0,3.0,1.0,2620,0
376,MDEwOlJlcG9zaXRvcnkxODM1NTg5Mg==,antoniolg/androidmvp,02/04/2014,8,Java,5967,0,2.0,1.0,274,0
377,MDEwOlJlcG9zaXRvcnk4OTY4NzI3MQ==,ityouknow/spring-cloud-examples,28/04/2017,5,Java,5963,0,4.0,1.0,762,0
378,MDEwOlJlcG9zaXRvcnk0NTEwNjM4Mg==,wyouflf/xUtils3,28/10/2015,6,Java,5941,9,3.0,1.0,12561,2.0
379,MDEwOlJlcG9zaXRvcnk3ODc1Njg3MA==,ximsfei/Android-skin-support,12/01/2017,5,Java,5905,0,5.0,1.0,21939,1.0
380,MDEwOlJlcG9zaXRvcnkzMzEzNDIxMw==,wasabeef/richeditor-android,30/03/2015,7,Java,5899,0,2.0,1.0,804,0
381,MDEwOlJlcG9zaXRvcnkzMTYxNzQ4,mrniko/netty-socketio,12/01/2012,10,Java,5899,4,3.0,1.0,5597,0
382,MDEwOlJlcG9zaXRvcnkxNjM4OTY4MQ==,google/j2objc,30/01/2014,8,Java,5893,39,1.0,1.0,903646,0
383,MDEwOlJlcG9zaXRvcnk5MjM5Mjk3OA==,wxiaoqi/Spring-Cloud-Platform,25/05/2017,5,Java,5852,3,3.0,1.0,6014,0
384,MDEwOlJlcG9zaXRvcnk3Mjc2OTU0,Alluxio/alluxio,21/12/2012,9,Java,5846,56,4.0,1.0,166561.0,1.0
385,MDEwOlJlcG9zaXRvcnk1MDkwNDI0NQ==,apache/beam,02/02/2016,6,Java,5839,24,5.0,1.0,3440.0,0
386,MDEwOlJlcG9zaXRvcnk5OTkxOTMwMg==,apache/doris,10/08/2017,5,Java,5836,12,4.0,1.0,283637,0
387,MDEwOlJlcG9zaXRvcnkxMDg3MzcyNA==,joelittlejohn/jsonschema2pojo,22/06/2013,9,Java,5834,59,5.0,1.0,14089,0
388,MDEwOlJlcG9zaXRvcnkzMjg0ODE0MA==,apache/zeppelin,25/03/2015,7,Java,5808,0,3.0,1.0,195163,1.0
389,MDEwOlJlcG9zaXRvcnkzMDU2MjI4Nw==,prolificinteractive/material-calendarview,09/02/2015,7,Java,5805,22,4.0,1.0,3658,0
390,MDEwOlJlcG9zaXRvcnk1NjY3OTUyMQ==,weibocom/motan,20/04/2016,6,Java,5797,19,4.0,1.0,39752,1.0
391,MDEwOlJlcG9zaXRvcnkzNTIzNjMy,springside/springside4,23/02/2012,10,Java,5765,3,2.0,1.0,12842,1.0
392,MDEwOlJlcG9zaXRvcnk1NDI2MzgzMw==,Nightonke/BoomMenu,19/03/2016,6,Java,5764,0,4.0,1.0,7710,0
393,MDEwOlJlcG9zaXRvcnkxMjU5NDgwMDY=,febsteam/FEBS-Shiro,20/03/2018,4,Java,5759,0,4.5,1.0,4562,0
394,MDEwOlJlcG9zaXRvcnk5MTk1MzU3MQ==,MindorksOpenSource/from-java-to-kotlin,21/05/2017,5,Java,5738,0,0.5,1.0,37,0
395,MDEwOlJlcG9zaXRvcnkzMzAxNDAw,MinecraftForge/MinecraftForge,30/01/2012,10,Java,5735,0,5.0,1.0,59489,1.0
396,MDEwOlJlcG9zaXRvcnkyOTIzMjM2,lightbend/config,06/12/2011,10,Java,5734,0,3.0,1.0,13149,0
397,MDEwOlJlcG9zaXRvcnk2NjI1MjAzNw==,Devlight/InfiniteCycleViewPager,22/08/2016,6,Java,5720,2,3.0,2.0,3564,0
398,MDEwOlJlcG9zaXRvcnkxNDM5MzczMQ==,JakeWharton/u2020,14/11/2013,8,Java,5711,0,4.0,1.0,4813,1.0
399,MDEwOlJlcG9zaXRvcnk3MzAzNDEyMg==,527515025/springBoot,07/11/2016,5,Java,5703,0,4.0,1.0,7138,0
400,MDEwOlJlcG9zaXRvcnkzMTA2Njk2,JakeWharton/DiskLruCache,05/01/2012,10,Java,5702,0,2.5,1.0,1937,3.0
401,MDEwOlJlcG9zaXRvcnkzNzE3MzUxMg==,lets-blade/blade,10/06/2015,7,Java,5692,9,3.0,1.0,15300,0
402,MDEwOlJlcG9zaXRvcnkxMzE3MzI3ODI=,h2pl/Java-Tutorial,01/05/2018,4,Java,5692,0,0,1.0,8,0
403,MDEwOlJlcG9zaXRvcnk0MjM4OTc3,springfox/springfox,06/05/2012,10,Java,5686,12,3.0,1.0,32115,0
404,MDEwOlJlcG9zaXRvcnkxMzUzNjM5Mw==,alibaba/transmittable-thread-local,13/10/2013,8,Java,5683,53,4.0,1.0,3356,1.0
405,MDEwOlJlcG9zaXRvcnk0NDY4MTQwMA==,gzu-liyujiang/AndroidPicker,21/10/2015,6,Java,5665,52,3.0,1.0,13130,0
406,MDEwOlJlcG9zaXRvcnkyOTk1NTQ1OA==,frohoff/ysoserial,28/01/2015,7,Java,5663,1,3.0,1.0,3851,1.0
407,MDEwOlJlcG9zaXRvcnk2MTQ0NjA4MA==,liyifeng1994/ssm,18/06/2016,6,Java,5662,0,2.0,1.0,369,1.0
408,MDEwOlJlcG9zaXRvcnkxNTMxOTUwNw==,google/grafika,19/12/2013,8,Java,5659,1,5.0,2.0,10035,0
409,MDEwOlJlcG9zaXRvcnkzMzQyNzQyNzE=,opensearch-project/OpenSearch,29/01/2021,1,Java,5658,21,4.0,1.0,28061.0,0
410,MDEwOlJlcG9zaXRvcnkyMDM5NDU4MQ==,daimajia/AndroidImageSlider,02/06/2014,8,Java,5651,5,2.0,1.0,3813,1.0
411,MDEwOlJlcG9zaXRvcnk3MDc4MDAwMg==,flowable/flowable-engine,13/10/2016,5,Java,5629,20,6.0,1.0,547396,1.0
412,MDEwOlJlcG9zaXRvcnk4Mzg1MTA1Ng==,yarolegovich/DiscreteScrollView,03/03/2017,5,Java,5618,2,2.0,1.0,3698,0
413,MDEwOlJlcG9zaXRvcnk4MjQwNTE5MQ==,k0shk0sh/FastHub,18/02/2017,5,Java,5616,63,6.0,1.0,40321,1.0
414,MDEwOlJlcG9zaXRvcnk4ODc3NTEy,nhaarman/ListViewAnimations,19/03/2013,9,Java,5615,14,5.0,2.0,5697,0
415,MDEwOlJlcG9zaXRvcnkyMDU5MzA5OQ==,dmytrodanylyk/circular-progress-button,07/06/2014,8,Java,5607,1,2.0,1.0,1429,0
416,MDEwOlJlcG9zaXRvcnkzODYwMjQ1Nw==,graphql-java/graphql-java,06/07/2015,7,Java,5602,47,6.0,1.0,50116,1.0
417,MDEwOlJlcG9zaXRvcnk1NDE3MjY2,amlcurran/ShowcaseView,14/08/2012,10,Java,5593,13,5.0,1.0,2086,0
418,MDEwOlJlcG9zaXRvcnkyNjkyMTExNg==,haifengl/smile,20/11/2014,7,Java,5580,22,5.0,1.0,98331,1.0
419,MDEwOlJlcG9zaXRvcnk3NjMyNTYxNQ==,jpush/aurora-imui,13/12/2016,5,Java,5579,42,2.5,1.0,17788,0
420,MDEwOlJlcG9zaXRvcnkxNjEyOTYwMzc=,Meituan-Dianping/Leaf,11/12/2018,3,Java,5569,0,1.5,1.0,1305,0
421,MDEwOlJlcG9zaXRvcnk0NDcwNDM1,mapstruct/mapstruct,28/05/2012,10,Java,5565,25,2.0,1.0,83641,0
422,MDEwOlJlcG9zaXRvcnk0MTUzOTA1MQ==,hongyangAndroid/FlowLayout,28/08/2015,7,Java,5563,0,3.0,1.0,810,0
423,MDEwOlJlcG9zaXRvcnk1OTI1NTYw,JesusFreke/smali,23/09/2012,9,Java,5562,0,4.0,1.0,46762,1.0
424,MDEwOlJlcG9zaXRvcnkyMDMyNDczOQ==,knightliao/disconf,30/05/2014,8,Java,5528,12,3.0,1.0,14009,0
425,MDEwOlJlcG9zaXRvcnk4Njc1NjQ=,robolectric/robolectric,28/08/2010,12,Java,5525,85,4.0,1.0,169377,0
426,MDEwOlJlcG9zaXRvcnkzNjg4Njc4,emilsjolander/StickyListHeaders,11/03/2012,10,Java,5523,16,3.0,1.0,2112,0
427,MDEwOlJlcG9zaXRvcnkzMjgzNDIxNQ==,sockeqwe/mosby,25/03/2015,7,Java,5495,15,3.0,1.0,17193,0
428,MDEwOlJlcG9zaXRvcnk2NDg2NDk2Mg==,alibaba/freeline,03/08/2016,6,Java,5489,22,3.0,1.0,5357,1.0
429,MDEwOlJlcG9zaXRvcnk0NzQ0MjIyOA==,changmingxie/tcc-transaction,05/12/2015,6,Java,5486,5,-,-,-,-
430,MDEwOlJlcG9zaXRvcnkxMzQ4NjkxMA==,facebookarchive/rebound,11/10/2013,8,Java,5467,10,2.0,1.0,4095,0
431,MDEwOlJlcG9zaXRvcnkxMjQyMzAyMDQ=,micronaut-projects/micronaut-core,07/03/2018,4,Java,5463,132,4.0,1.0,134289,0
432,MDEwOlJlcG9zaXRvcnk1NDQxMzQzNQ==,amitshekhariitbhu/Fast-Android-Networking,21/03/2016,6,Java,5448,8,2.0,1.0,19596,1.0
433,MDEwOlJlcG9zaXRvcnkxNzE1MDk5Mw==,dm77/barcodescanner,24/02/2014,8,Java,5443,6,2.0,1.0,2796,0
434,MDEwOlJlcG9zaXRvcnk0ODI4OTMzNw==,hanks-zyh/HTextView,19/12/2015,6,Java,5406,0,2.0,1.0,3076,0
435,MDEwOlJlcG9zaXRvcnkxNDQ2NjQzMg==,jgilfelt/SystemBarTint,17/11/2013,8,Java,5389,3,7.0,2.0,807,1.0
436,MDEwOlJlcG9zaXRvcnk0MTExNTI2Mg==,evernote/android-job,20/08/2015,7,Java,5383,31,4.0,1.0,10693,1.0
437,MDEwOlJlcG9zaXRvcnkyOTEwMjM2Nw==,junit-team/junit5,11/01/2015,7,Java,5376,57,3.0,1.0,76129,0
438,MDEwOlJlcG9zaXRvcnk2NDg1ODMyMQ==,yanzhenjie/SwipeRecyclerView,03/08/2016,6,Java,5345,0,3.0,1.0,11714,0
439,MDEwOlJlcG9zaXRvcnkxMTg4ODM1Ng==,evant/gradle-retrolambda,05/08/2013,9,Java,5341,37,3.0,1.0,623,0
440,MDEwOlJlcG9zaXRvcnkxMTc5NzgyNjU=,apache/dubbo-spring-boot-project,18/01/2018,4,Java,5334,13,6.0,1.0,1938,0
441,MDEwOlJlcG9zaXRvcnkyMDY5MDUwNjU=,macrozheng/springcloud-learning,07/09/2019,3,Java,5326,0,4.0,1.0,3871,0
442,MDEwOlJlcG9zaXRvcnk1MTY0NjUzMA==,Vedenin/useful-java-links,13/02/2016,6,Java,5315,0,2.0,1.0,6861,0
443,MDEwOlJlcG9zaXRvcnk0NjQwNDcyOQ==,XRecyclerView/XRecyclerView,18/11/2015,6,Java,5312,0,2.0,1.0,5151,0
444,MDEwOlJlcG9zaXRvcnkzNjk1NzQ0,commonsguy/cw-omnibus,12/03/2012,10,Java,5285,36,3.0,1.0,4544.0,0
445,MDEwOlJlcG9zaXRvcnk4ODk5MzI=,scribejava/scribejava,05/09/2010,12,Java,5278,7,3.0,1.0,12625,1.0
446,MDEwOlJlcG9zaXRvcnk2ODE5Nzg5NQ==,crazycodeboy/react-native-splash-screen,14/09/2016,5,Java,5278,12,2.5,1.0,246,0.5
447,MDEwOlJlcG9zaXRvcnk2MjkyMDI5,yixia/VitamioBundle,19/10/2012,9,Java,5271,0,3.0,1.0,6501,0
448,MDEwOlJlcG9zaXRvcnkzOTU3MTA3NQ==,wasabeef/Blurry,23/07/2015,7,Java,5268,0,3.5,1.0,636,0
449,MDEwOlJlcG9zaXRvcnk3Njk0MjA4,lucasr/twoway-view,18/01/2013,9,Java,5261,0,4.0,1.0,3688,1.0
450,MDEwOlJlcG9zaXRvcnk0OTI2ODgwMg==,wuhaoyu1990/MagicCamera,08/01/2016,6,Java,5253,0,3.0,1.0,14543,0
451,MDEwOlJlcG9zaXRvcnkyOTc4MjQwMA==,h6ah4i/android-advancedrecyclerview,24/01/2015,7,Java,5227,1,4.0,2.0,20692,0
452,MDEwOlJlcG9zaXRvcnkzMjYzMTM1Mw==,Clans/FloatingActionButton,21/03/2015,7,Java,5223,14,2.0,1.0,2805,0
453,MDEwOlJlcG9zaXRvcnk2NzkyMDU5OQ==,KeepSafe/TapTargetView,11/09/2016,6,Java,5209,23,2.0,1.0,1948,0
454,MDEwOlJlcG9zaXRvcnkzNjIwNTQ4OA==,motianhuo/wechat,25/05/2015,7,Java,5207,0,3.0,1.0,29514,0
455,MDEwOlJlcG9zaXRvcnk2OTA1NDkz,journeyapps/zxing-android-embedded,28/11/2012,9,Java,5205,9,4.0,1.0,5169,1.0
456,MDEwOlJlcG9zaXRvcnkyOTE4NjMyNw==,Yalantis/Side-Menu.Android,13/01/2015,7,Java,5205,2,2.0,1.0,449,0
457,MDEwOlJlcG9zaXRvcnkxODkxNTIzMw==,xxv/android-lifecycle,18/04/2014,8,Java,5202,0,7.5,2.0,481,190.0
458,MDEwOlJlcG9zaXRvcnkzNTQ4MjU0,thinkaurelius/titan,25/02/2012,10,Java,5200,0,4.0,1.0,71163,1.0
459,MDEwOlJlcG9zaXRvcnk0ODEyMzM2,square/otto,27/06/2012,10,Java,5197,0,1.0,1.0,1987,0
460,MDEwOlJlcG9zaXRvcnk1MzMzMDAzMA==,quartz-scheduler/quartz,07/03/2016,6,Java,5196,2,3.0,1.0,42015,1.0
461,MDEwOlJlcG9zaXRvcnk2OTQwMDMyNg==,confluentinc/ksql,27/09/2016,5,Java,5185,8,-,-,-,-
462,MDEwOlJlcG9zaXRvcnkyMzQzOTQ2Mw==,btraceio/btrace,28/08/2014,8,Java,5181,29,4.0,1.0,38531,0
463,MDEwOlJlcG9zaXRvcnk0NjM0ODAyNg==,Karumi/Dexter,17/11/2015,6,Java,5175,33,3.0,1.0,2197,0
464,MDEwOlJlcG9zaXRvcnkxNDY5NjA5MQ==,raphw/byte-buddy,25/11/2013,8,Java,5152,254,4.0,1.0,253109,0
465,MDEwOlJlcG9zaXRvcnkyNTQ0MzA1,wiremock/wiremock,09/10/2011,10,Java,5139,4,4.0,1.0,40218,0
466,MDEwOlJlcG9zaXRvcnk0MTEwNTQ1MA==,TommyLemon/Android-ZBLibrary,20/08/2015,7,Java,5119,25,3.0,1.0,14602,0
467,MDEwOlJlcG9zaXRvcnkxNTQzMDkwODM=,getActivity/AndroidProject,23/10/2018,3,Java,5116,17,4.0,1.0,20468,1.0
468,MDEwOlJlcG9zaXRvcnk5NjEwMzY=,hibernate/hibernate-orm,04/10/2010,11,Java,5093,16,5.0,1.0,21634.0,1.0
469,MDEwOlJlcG9zaXRvcnkyNjU1NzkwNTM=,fuzhengwei/itstack-demo-design,20/05/2020,2,Java,5086,0,2.0,1.0,4512,0
470,MDEwOlJlcG9zaXRvcnkxNjI1OTg2,jOOQ/jOOQ,17/04/2011,11,Java,5086,0,7.0,1.0,205236,4.0
471,MDEwOlJlcG9zaXRvcnk3NDI2MTE2OA==,ffay/lanproxy,20/11/2016,5,Java,5061,1,3.0,1.0,2668,0
472,MDEwOlJlcG9zaXRvcnk5OTE4MzkwMg==,alibaba/jvm-sandbox,03/08/2017,5,Java,5060,12,2.0,1.0,14483,0
473,MDEwOlJlcG9zaXRvcnk4OTQwNTM0,careercup/ctci,21/03/2013,9,Java,5057,0,2.0,1.0,11244,1.0
474,MDEwOlJlcG9zaXRvcnkzMzI0MzcyNQ==,danikula/AndroidVideoCache,01/04/2015,7,Java,5039,20,3.0,1.0,3217,1.0
475,MDEwOlJlcG9zaXRvcnkzMTQ0MTg2Mg==,facebook/shimmer-android,27/02/2015,7,Java,5038,5,9.0,2.0,885,10.0
476,MDEwOlJlcG9zaXRvcnkyNjQ1MDU1Mw==,frogermcs/InstaMaterial,10/11/2014,7,Java,5023,1,2.0,1.0,2223,0
477,MDEwOlJlcG9zaXRvcnk4NjU4NTc3Ng==,alibaba/UltraViewPager,29/03/2017,5,Java,5021,10,2.0,1.0,1518,0
478,MDEwOlJlcG9zaXRvcnk0Njk3NzEzMA==,wequick/Small,27/11/2015,6,Java,5014,25,2.0,1.0,7726,0
479,MDEwOlJlcG9zaXRvcnk0NzEwODc2,Trinea/android-common,19/06/2012,10,Java,5005,1,3.0,1.0,6671,1.0
480,MDEwOlJlcG9zaXRvcnk1MjA1NDc1Ng==,AriaLyy/Aria,19/02/2016,6,Java,5003,26,4.0,1.0,42723,1.0
481,MDEwOlJlcG9zaXRvcnkzNzg2MjM3,hazelcast/hazelcast,21/03/2012,10,Java,4993,173,5.0,1.0,536354.0,1.0
482,MDEwOlJlcG9zaXRvcnkxODQzMDQ3,spring-attic/spring-mvc-showcase,03/06/2011,11,Java,4989,0,5.0,1.0,1281,0
483,MDEwOlJlcG9zaXRvcnkxNjM3ODg3OQ==,vavr-io/vavr,30/01/2014,8,Java,4988,17,5.0,1.0,64395,1.0
484,MDEwOlJlcG9zaXRvcnk5NzMzMTIz,socketio/socket.io-client-java,28/04/2013,9,Java,4987,5,1.0,1.0,5646,0
485,MDEwOlJlcG9zaXRvcnk4MTIxNzA3,mybatis/generator,10/02/2013,9,Java,4982,10,5.0,2.0,72936,3.0
486,MDEwOlJlcG9zaXRvcnkyNDg0MTYyNzM=,didi/KnowStreaming,19/03/2020,2,Java,4979,15,4.0,1.0,21408,0
487,MDEwOlJlcG9zaXRvcnkxMzgxOTQ0MzM=,Nepxion/Discovery,21/06/2018,4,Java,4974,116,-,-,-,-
488,MDEwOlJlcG9zaXRvcnk2NjcwNDA4OA==,amitshekhariitbhu/RxJava2-Android-Samples,27/08/2016,6,Java,4973,0,2.0,1.0,3992,0
489,MDEwOlJlcG9zaXRvcnkyNzkxMzc1Mw==,orhanobut/dialogplus,12/12/2014,7,Java,4966,9,3.0,1.0,1047,0
490,MDEwOlJlcG9zaXRvcnkxOTA4MjcxNQ==,microg/GmsCore,23/04/2014,8,Java,4961,26,4.0,2.0,35910,0
491,MDEwOlJlcG9zaXRvcnkyNjI0NTIx,gephi/gephi,22/10/2011,10,Java,4956,17,3.0,1.0,122801,0
492,MDEwOlJlcG9zaXRvcnkyNTIwODM5OA==,traex/RippleEffect,14/10/2014,7,Java,4953,0,2.0,1.0,504,0
493,MDEwOlJlcG9zaXRvcnk2NDIwMjA5NQ==,yipianfengye/android-zxingLibrary,26/07/2016,6,Java,4943,0,3.0,1.0,2018,0
494,MDEwOlJlcG9zaXRvcnk2NzAxMzk3Mw==,rubensousa/GravitySnapHelper,31/08/2016,6,Java,4936,14,4.5,1.5,610,1.0
495,MDEwOlJlcG9zaXRvcnk1NDk2MTE0NQ==,Devlight/NavigationTabBar,29/03/2016,6,Java,4926,13,2.0,1.0,2538,0.5
496,MDEwOlJlcG9zaXRvcnkxNzUxNzUyMQ==,auth0/java-jwt,07/03/2014,8,Java,4902,36,3.0,1.0,8725,1.0
497,MDEwOlJlcG9zaXRvcnkxNzU2NTAyMDE=,alipay/SoloPi,14/03/2019,3,Java,4894,8,2.0,1.0,56327,0
498,MDEwOlJlcG9zaXRvcnkxNDMxNzU0OTY=,cabaletta/baritone,01/08/2018,4,Java,4888,61,4.0,1.0,17179,1.0
499,MDEwOlJlcG9zaXRvcnk1NTIyODEwMw==,Ramotion/folding-cell-android,01/04/2016,6,Java,4886,0,2.0,1.0,812,0
500,MDEwOlJlcG9zaXRvcnkyNDk1MzA4MA==,google/google-authenticator,08/10/2014,7,Java,4885,0,2.0,1.0,3935,1.0
501,MDEwOlJlcG9zaXRvcnkxMzE0MDQ5MTA=,DingMouRen/LayoutManagerGroup,28/04/2018,4,Java,4861,0,3.0,2.0,2285,0
502,MDEwOlJlcG9zaXRvcnkyNTIzNzYwOA==,andkulikov/Transitions-Everywhere,15/10/2014,7,Java,4860,23,5.0,1.0,9505,0
503,MDEwOlJlcG9zaXRvcnkxMDk5MTAzODk=,huangyanbin/smartTable,08/11/2017,4,Java,4838,44,2.0,1.0,14165,0
504,MDEwOlJlcG9zaXRvcnkxNzU2MzUw,JodaOrg/joda-time,16/05/2011,11,Java,4819,38,6.0,2.0,91489,10.0
505,MDEwOlJlcG9zaXRvcnkxOTc0ODI1MQ==,claritylab/lucida,13/05/2014,8,Java,4816,0,5.0,1.0,23221,1.0
506,MDEwOlJlcG9zaXRvcnkxNjY0MzU4MDQ=,ElderDrivers/EdXposed,18/01/2019,3,Java,4815,27,4.0,1.0,71794,1.0
507,MDEwOlJlcG9zaXRvcnk0OTY5NDA0NA==,razerdp/BasePopup,15/01/2016,6,Java,4813,15,3.0,1.0,28208,1.0
508,MDEwOlJlcG9zaXRvcnk0Njc2NjExMg==,mcxiaoke/packer-ng-plugin,24/11/2015,6,Java,4809,1,2.0,1.0,1776,1.0
509,MDEwOlJlcG9zaXRvcnk4NjI4OTkwMQ==,baidu/uid-generator,27/03/2017,5,Java,4778,0,1.0,1.0,873,1.0
510,MDEwOlJlcG9zaXRvcnkxNTA1NzIxNg==,etsy/AndroidStaggeredGrid,09/12/2013,8,Java,4775,7,3.0,1.5,4010,0.5
511,MDEwOlJlcG9zaXRvcnk3OTQ0NzQzMw==,hustcc/JS-Sorting-Algorithm,19/01/2017,5,Java,4768,0,3.0,1.0,389,0.5
512,MDEwOlJlcG9zaXRvcnk3NTg4MjE3Mg==,Netflix/conductor,07/12/2016,5,Java,4759,307,5.0,1.0,44355,0
513,MDEwOlJlcG9zaXRvcnk2NDkwNDkxNg==,google/cameraview,04/08/2016,6,Java,4746,0,3.0,1.0,2983,0
514,MDEwOlJlcG9zaXRvcnkyODM4MTE4Mg==,saiwu-bigkoo/Android-ConvenientBanner,23/12/2014,7,Java,4744,0,3.0,1.0,848,1.0
515,MDEwOlJlcG9zaXRvcnk4NjU0MTI=,OpenTSDB/opentsdb,27/08/2010,12,Java,4725,26,4.0,1.0,103458,0
516,MDEwOlJlcG9zaXRvcnk3NDI3MTA1NA==,youlookwhat/CloudReader,20/11/2016,5,Java,4720,25,3.0,1.0,19274,0
517,MDEwOlJlcG9zaXRvcnk2NzA5MTQ5,pardom-zz/ActiveAndroid,15/11/2012,9,Java,4716,0,3.0,2.0,3158,3.0
518,MDEwOlJlcG9zaXRvcnkxMjk4NDc0Ng==,gabrielemariotti/cardslib,20/09/2013,8,Java,4714,27,4.0,1.0,32257,0
519,MDEwOlJlcG9zaXRvcnkxOTY0MTYzOA==,lettuce-io/lettuce-core,10/05/2014,8,Java,4702,101,4.0,1.0,79633,0
520,MDEwOlJlcG9zaXRvcnk2NjMyMzk2MA==,Jasonchenlijian/FastBle,23/08/2016,6,Java,4702,9,2.0,1.0,4713,0
521,MDEwOlJlcG9zaXRvcnkxMTQ1MjA3MTc=,lingochamp/okdownload,17/12/2017,4,Java,4699,8,4.0,1.0,18986,0
522,MDEwOlJlcG9zaXRvcnk0MDEwMjE4Ng==,hongyangAndroid/baseAdapter,03/08/2015,7,Java,4691,0,3.0,1.0,1563,0
523,MDEwOlJlcG9zaXRvcnkxMzgxNjcz,kiegroup/drools,18/02/2011,11,Java,4649,0,-,-,-,-
524,MDEwOlJlcG9zaXRvcnkzNTQ0ODc4MA==,google/google-java-format,11/05/2015,7,Java,4646,17,3.0,1.0,12252,1.0
525,MDEwOlJlcG9zaXRvcnkyODc1Mjg1MA==,wdullaer/MaterialDateTimePicker,03/01/2015,7,Java,4645,54,5.0,1.0,7536,1.0
526,MDEwOlJlcG9zaXRvcnkyMDA4OTg1Nw==,apache/hbase,23/05/2014,8,Java,4631,26,5.0,1.0,899996,1.0
527,MDEwOlJlcG9zaXRvcnkzNDAzOTY5MA==,apache/groovy,16/04/2015,7,Java,4628,0,-,-,-,-
528,MDEwOlJlcG9zaXRvcnkyMTc0MTg5MQ==,spring-cloud/spring-cloud-netflix,11/07/2014,8,Java,4627,2,6.0,1.0,7198,0
529,MDEwOlJlcG9zaXRvcnk2NjU5MDgyMg==,nisrulz/android-tips-tricks,25/08/2016,6,Java,4620,0,1.0,1.0,22,0
530,MDEwOlJlcG9zaXRvcnkzMTAwMTQyMg==,square/sqlbrite,19/02/2015,7,Java,4620,9,2.0,1.0,3329,0
531,MDEwOlJlcG9zaXRvcnk4MTI2NzE3MQ==,jgilfelt/chuck,07/02/2017,5,Java,4611,5,4.0,1.0,1698,0.5
532,MDEwOlJlcG9zaXRvcnkyMTA4NDgx,spring-attic/spring-security-oauth,26/07/2011,11,Java,4607,0,4.0,1.0,37434,0
533,MDEwOlJlcG9zaXRvcnkxMjc3Mjc3Mjg=,sofastack/sofa-boot,02/04/2018,4,Java,4603,55,4.0,1.0,24954,0
534,MDEwOlJlcG9zaXRvcnk4Njk3NTQ=,go-lang-plugin-org/go-lang-idea-plugin,29/08/2010,12,Java,4598,21,6.0,2.0,45363,3.0
