Unnamed: 0,HashId,ProjectName,CreatedAt,Age,PrimaryLanguage,Stargazers,TotalOfReleases,CBO,DIT,LOC,LCOM
715,MDEwOlJlcG9zaXRvcnk0MzE0MjA3Nw==,mybatis/spring-boot-starter,25/09/2015,6,Java,3670,23,-,-,-,-
716,MDEwOlJlcG9zaXRvcnk2MDE1MjYyNA==,sunfusheng/MarqueeView,01/06/2016,6,Java,3663,0,4.0,1.0,804,0
717,MDEwOlJlcG9zaXRvcnkxMTcwNTQ1ODQ=,apache/dubbo-admin,11/01/2018,4,Java,3651,4,2.0,1.0,9611,1.0
718,MDEwOlJlcG9zaXRvcnk1NjY2NDY0OA==,NotFound9/interviewGuide,20/04/2016,6,Java,3647,0,-,-,-,-
719,MDEwOlJlcG9zaXRvcnk4NTA0ODc3OQ==,alibaba/QLExpress,15/03/2017,5,Java,3642,1,3.0,1.0,12285,0
720,MDEwOlJlcG9zaXRvcnkxNjAxMjU0Njk=,mercyblitz/tech-weekly,03/12/2018,3,Java,3639,0,1.5,1.0,1017,0
721,MDEwOlJlcG9zaXRvcnk5NjMxMjgzMg==,andOTP/andOTP,05/07/2017,5,Java,3638,38,3.0,1.0,8443,0
722,MDEwOlJlcG9zaXRvcnk2ODExNzAzNA==,ryanhoo/StylishMusicPlayer,13/09/2016,5,Java,3634,0,3.0,1.0,5777,0
723,MDEwOlJlcG9zaXRvcnkxMDI2MjM2NA==,jboss-javassist/javassist,24/05/2013,9,Java,3632,20,1.0,1.0,82737,0
724,MDEwOlJlcG9zaXRvcnkyMDI4Njg1OA==,litesuits/android-common,29/05/2014,8,Java,3626,0,2.0,1.0,6519,1.0
725,MDEwOlJlcG9zaXRvcnkzOTExMzE3,rovo89/XposedInstaller,02/04/2012,10,Java,3621,0,2.0,1.0,8980,0
726,MDEwOlJlcG9zaXRvcnkxMzEzNjQ1NDU=,baomidou/dynamic-datasource-spring-boot-starter,28/04/2018,4,Java,3619,9,3.5,1.0,2602,0
727,MDEwOlJlcG9zaXRvcnkxMjg3MDk4MjQ=,sofastack/sofa-rpc,09/04/2018,4,Java,3611,48,4.0,1.0,66364,0
728,MDEwOlJlcG9zaXRvcnkxNjAyNTA4NA==,rockerhieu/emojicon,18/01/2014,8,Java,3609,2,4.0,1.0,2971,0
729,MDEwOlJlcG9zaXRvcnk0MzE1ODY5NA==,apache/incubator-heron,25/09/2015,6,Java,3595,56,4.0,1.0,72852,1.0
730,MDEwOlJlcG9zaXRvcnk0Mjk5NzE3Ng==,tyrantgit/ExplosionField,23/09/2015,6,Java,3586,0,2.0,1.5,343,0
731,MDEwOlJlcG9zaXRvcnk3NDkxMzc=,Atmosphere/atmosphere,30/06/2010,12,Java,3583,0,4.0,1.0,41938,1.0
732,MDEwOlJlcG9zaXRvcnk4ODAyNDUxNw==,alibaba/jetcache,12/04/2017,5,Java,3580,59,4.0,1.0,17311,0
733,MDEwOlJlcG9zaXRvcnkyOTA3OTIzMw==,linyiqun/DataMiningAlgorithm,11/01/2015,7,Java,3579,0,2.0,1.0,11663,0
734,MDEwOlJlcG9zaXRvcnkxMTE0MDQ1OQ==,johncarl81/parceler,03/07/2013,9,Java,3577,0,3.0,1.0,10156,0
735,MDEwOlJlcG9zaXRvcnk3Mjk2NzIzNg==,CameraKit/blurkit-android,06/11/2016,5,Java,3577,3,5.0,1.0,497,0
736,MDEwOlJlcG9zaXRvcnkzNzkwNDYyMA==,dongjunkun/DropDownMenu,23/06/2015,7,Java,3574,2,3.0,1.0,513,0
737,MDEwOlJlcG9zaXRvcnk4MDcxMTE1Ng==,stfalcon-studio/ChatKit,02/02/2017,5,Java,3573,1,3.0,2.0,4680,0
738,MDEwOlJlcG9zaXRvcnk3NTExODI4MA==,nytimes/Store,29/11/2016,5,Java,3569,0,5.0,1.0,11288,1.0
739,MDEwOlJlcG9zaXRvcnkyMTUwNjUwMg==,Ereza/CustomActivityOnCrash,04/07/2014,8,Java,3569,12,4.0,1.0,893,0
740,MDEwOlJlcG9zaXRvcnkxMjEzNjYzNg==,kikoso/android-stackblur,15/08/2013,9,Java,3567,0,0,1.0,933,0
741,MDEwOlJlcG9zaXRvcnkxMzA3MTE5Njg=,Exrick/xboot,23/04/2018,4,Java,3562,6,6.0,1.0,10265,0
742,MDEwOlJlcG9zaXRvcnkzMzMzOTk4,knowm/XChange,02/02/2012,10,Java,3553,0,4.0,1.0,167047,0
743,MDEwOlJlcG9zaXRvcnkxMTMzNTY3NDA=,google/rejoiner,06/12/2017,4,Java,3551,3,5.0,1.0,3566,0
744,MDEwOlJlcG9zaXRvcnk1NzI2MTM2Mg==,mpusher/mpush,28/04/2016,6,Java,3548,9,3.0,1.0,15032,1.0
745,MDEwOlJlcG9zaXRvcnkyOTQwMTA4MQ==,lsjwzh/RecyclerViewPager,17/01/2015,7,Java,3544,10,2.0,1.0,2735,0
746,MDEwOlJlcG9zaXRvcnkxMTU0MzY5MQ==,luontola/retrolambda,20/07/2013,9,Java,3543,0,1.0,1.0,4848,0
747,MDEwOlJlcG9zaXRvcnk4Nzg1OTkwOA==,micrometer-metrics/micrometer,10/04/2017,5,Java,3541,157,4.0,1.0,55868,1.0
748,MDEwOlJlcG9zaXRvcnkxODY3Nzc1ODE=,will-che/flink-recommandSystem-demo,15/05/2019,3,Java,3531,0,3.0,1.0,1835,1.0
749,MDEwOlJlcG9zaXRvcnk0NjY0MzQxMw==,arimorty/floatingsearchview,22/11/2015,6,Java,3527,0,2.0,1.0,4170,0
750,MDEwOlJlcG9zaXRvcnkyMzI4NDgyMA==,baoyongzhang/SwipeMenuListView,24/08/2014,8,Java,3512,2,2.0,1.0,1347,1.0
751,MDEwOlJlcG9zaXRvcnkzODUwMzkzMg==,JakeWharton/ThreeTenABP,03/07/2015,7,Java,3502,0,4.0,1.0,117,0
752,MDEwOlJlcG9zaXRvcnk2MTc4NjA4Mg==,bilibili/MagicaSakura,23/06/2016,6,Java,3501,3,7.5,2.0,5367,3.0
753,MDEwOlJlcG9zaXRvcnk3NjQ3NDIwMA==,apache/hudi,14/12/2016,5,Java,3500,18,6.0,1.0,168640,1.0
754,MDEwOlJlcG9zaXRvcnkyMjYwOTY5MzQ=,jeecgboot/JimuReport,05/12/2019,2,Java,3496,4,5.0,1.0,86,0
755,MDEwOlJlcG9zaXRvcnkxOTU4NTY3OTY=,GeyserMC/Geyser,08/07/2019,3,Java,3495,0,6.0,2.0,36749,1.0
756,MDEwOlJlcG9zaXRvcnkzNDk2NDc5Mw==,davideas/FlexibleAdapter,02/05/2015,7,Java,3494,30,4.0,1.0,15853,1.0
757,MDEwOlJlcG9zaXRvcnkyMDAwMDQ0NDc=,qunarcorp/bistoury,01/08/2019,3,Java,3492,8,3.0,1.0,73638,1.0
758,MDEwOlJlcG9zaXRvcnk2NjUzODUzNA==,mcxtzhang/SwipeDelMenuLayout,25/08/2016,6,Java,3491,2,2.0,1.0,1085,0
759,MDEwOlJlcG9zaXRvcnk0MDY5MTg4Ng==,dropbox/hackpad,14/08/2015,7,Java,3490,0,3.0,1.0,87731,1.0
760,MDEwOlJlcG9zaXRvcnk2NTEzODg1Ng==,codeestX/GeekNews,07/08/2016,6,Java,3490,0,2.0,1.0,11939,0
761,MDEwOlJlcG9zaXRvcnk5ODc4MDEzNA==,ethanhua/Skeleton,30/07/2017,5,Java,3489,0,3.0,1.0,752,0
762,MDEwOlJlcG9zaXRvcnk1ODIzNjk0NQ==,andremion/Music-Player,06/05/2016,6,Java,3486,2,3.5,2.0,926,0.5
763,MDEwOlJlcG9zaXRvcnk5NjM5MTExMg==,stylefeng/Guns,06/07/2017,5,Java,3481,0,5.0,1.0,328,0
764,MDEwOlJlcG9zaXRvcnk5MzQyNTI5,crate/crate,10/04/2013,9,Java,3480,47,5.0,1.0,434976,1.0
765,MDEwOlJlcG9zaXRvcnk0MzQwOTM5OA==,promeG/TinyPinyin,30/09/2015,6,Java,3479,2,1.0,1.0,1399,0
766,MDEwOlJlcG9zaXRvcnk1MjE1MzkwNg==,xcc3641/SeeWeather,20/02/2016,6,Java,3468,2,3.0,1.0,3101,1.0
767,MDEwOlJlcG9zaXRvcnkxNDA1MzkwNzI=,JeremyLiao/LiveEventBus,11/07/2018,4,Java,3459,0,2.0,1.0,9862,0
768,MDEwOlJlcG9zaXRvcnk2MjY1OTIxMA==,liuyubobobo/Play-with-Algorithms,05/07/2016,6,Java,3459,0,3.0,1.0,15403,0
769,MDEwOlJlcG9zaXRvcnk2NzE2NTkwNA==,lisawray/groupie,01/09/2016,6,Java,3459,28,3.0,1.0,3898,0
770,MDEwOlJlcG9zaXRvcnkxMjk4MzE1MQ==,openhab/openhab1-addons,20/09/2013,8,Java,3458,14,3.0,1.0,359292,0
771,MDEwOlJlcG9zaXRvcnk3NzgzMDQyNg==,wendux/DSBridge-Android,02/01/2017,5,Java,3444,2,2.0,1.0,1841,0
772,MDEwOlJlcG9zaXRvcnk3MjA5MjI5,linkedin/databus,17/12/2012,9,Java,3444,0,3.0,1.0,124341,0
773,MDEwOlJlcG9zaXRvcnkzMzc0NTkxMw==,h2database/h2database,10/04/2015,7,Java,3442,18,4.0,2.0,225856,3.0
774,MDEwOlJlcG9zaXRvcnk5NDc2MDc5OA==,WVector/AppUpdate,19/06/2017,5,Java,3437,3,3.0,1.0,2925,1.0
775,MDEwOlJlcG9zaXRvcnkxNjc5MDI0OTE=,guolindev/giffun,28/01/2019,3,Java,3436,0,3.0,1.0,22397,1.0
776,MDEwOlJlcG9zaXRvcnk2NzgzNjYzNw==,networknt/light-4j,09/09/2016,6,Java,3433,150,3.0,1.0,54713,0
777,MDEwOlJlcG9zaXRvcnkyMDQ1MjA3,eclipse/jetty.project,14/07/2011,11,Java,3429,48,4.0,1.0,391924,0
778,MDEwOlJlcG9zaXRvcnkxNDgwMDg1Mzg=,JavaNoober/BackgroundLibrary,09/09/2018,4,Java,3425,12,4.0,1.0,8027,0
779,MDEwOlJlcG9zaXRvcnk1ODE5NDE4MA==,strimzi/strimzi-kafka-operator,06/05/2016,6,Java,3422,104,7.0,1.0,111029,1.0
780,MDEwOlJlcG9zaXRvcnkxNTY2MjczNjU=,itwanger/toBeBetterJavaer,08/11/2018,3,Java,3420,0,0,0,0,0
781,MDEwOlJlcG9zaXRvcnkxMjkzOTIwMA==,code4craft/netty-learning,19/09/2013,8,Java,3418,0,4.0,1.0,68759,1.0
782,MDEwOlJlcG9zaXRvcnkyMDE5Nzkx,liquibase/liquibase,08/07/2011,11,Java,3418,75,4.0,2.0,90871,2.0
783,MDEwOlJlcG9zaXRvcnkxNTM5NzA4NQ==,avast/android-butterknife-zelezny,23/12/2013,8,Java,3416,8,3.0,1.0,1626,0
784,MDEwOlJlcG9zaXRvcnk2MTYyMzcwMA==,crossoverJie/SSM,21/06/2016,6,Java,3413,10,2.0,1.0,12864,2.0
785,MDEwOlJlcG9zaXRvcnkyMTAxOTc5Nw==,yigit/android-priority-jobqueue,20/06/2014,8,Java,3411,0,3.0,1.0,14102,0
786,MDEwOlJlcG9zaXRvcnkzMTEyNDEzMjQ=,xiaojieonly/Ehviewer_CN_SXJ,09/11/2020,1,Java,3403,41,4.0,1.0,49724,1.0
787,MDEwOlJlcG9zaXRvcnkzMDU2MTE2MA==,zendesk/maxwell,09/02/2015,7,Java,3396,192,4.0,1.0,17091,0
788,MDEwOlJlcG9zaXRvcnkxNDM4MDA3,MovingBlocks/Terasology,04/03/2011,11,Java,3396,69,4.0,1.0,109340,0
789,MDEwOlJlcG9zaXRvcnk2NDU3ODQ1OQ==,fishercoder1534/Leetcode,31/07/2016,6,Java,3393,0,1.0,1.0,117806,0
790,MDEwOlJlcG9zaXRvcnkxMDExMzAzMA==,googlemaps/android-maps-utils,17/05/2013,9,Java,3389,25,5.0,1.0,13579,1.0
791,MDEwOlJlcG9zaXRvcnkxMTYzMDkzMDg=,google/data-transfer-project,04/01/2018,4,Java,3385,49,4.0,1.0,23479,0
792,MDEwOlJlcG9zaXRvcnkyODczODQ0Nw==,apache/kylin,03/01/2015,7,Java,3379,0,4.0,1.0,127964,1.0
793,MDEwOlJlcG9zaXRvcnkxNDM0NzIxMjQ=,jbloch/effective-java-3e-source-code,03/08/2018,4,Java,3370,0,1.0,1.0,3018,0
794,MDEwOlJlcG9zaXRvcnkyNDEzOTU5Mw==,alamkanak/Android-Week-View,17/09/2014,7,Java,3368,4,2.0,1.0,2003,0
795,MDEwOlJlcG9zaXRvcnk2NTY4MTMxOQ==,jagrosh/MusicBot,14/08/2016,6,Java,3367,33,6.0,3.0,3733,1.0
796,MDEwOlJlcG9zaXRvcnk0OTUwMTg3,jacoco/jacoco,08/07/2012,10,Java,3366,44,3.0,1.0,33314,0
797,MDEwOlJlcG9zaXRvcnk0MjMxODk5MA==,ivacf/archi,11/09/2015,7,Java,3357,0,3.5,1.0,2029,0
798,MDEwOlJlcG9zaXRvcnkzNDA3MTE0,oshi/oshi,10/02/2012,10,Java,3357,134,4.0,1.0,30540,1.0
799,MDEwOlJlcG9zaXRvcnk3NjY3MDczNA==,sherxon/AlgoDS,16/12/2016,5,Java,3348,0,1.0,1.0,21217,0
800,MDEwOlJlcG9zaXRvcnk0ODI3Njk0OQ==,abel533/MyBatis-Spring-Boot,19/12/2015,6,Java,3340,0,4.5,1.0,396,0
801,MDEwOlJlcG9zaXRvcnkxMDQyNTQ0NDU=,PhilippC/keepass2android,20/09/2017,4,Java,3330,19,3.0,1.0,60186,1.0
802,MDEwOlJlcG9zaXRvcnk3MzU0MTU0OQ==,ittianyu/BottomNavigationViewEx,12/11/2016,5,Java,3329,19,3.0,1.0,1371,0
803,MDEwOlJlcG9zaXRvcnkzMTI3Mjg2MA==,vert-x3/vertx-examples,24/02/2015,7,Java,3328,0,5.0,2.0,10727,1.0
804,MDEwOlJlcG9zaXRvcnkyMTE5MzUyNA==,apache/calcite,25/06/2014,8,Java,3323,0,6.0,1.0,312592,1.0
805,MDEwOlJlcG9zaXRvcnkxMjU0NDA5Mw==,hmkcode/Android,02/09/2013,9,Java,3321,0,5.0,1.0,1851,1.0
806,MDEwOlJlcG9zaXRvcnk4MTE3NDg2OQ==,GitLqr/LQRWeChat,07/02/2017,5,Java,3320,0,2.0,1.0,17612,1.0
807,MDEwOlJlcG9zaXRvcnkxOTY0NzMyOA==,jindrapetrik/jpexs-decompiler,10/05/2014,8,Java,3318,121,3.0,1.0,246387,1.0
808,MDEwOlJlcG9zaXRvcnk3OTk2NjQ2Mw==,rubensousa/PreviewSeekBar,24/01/2017,5,Java,3318,7,2.0,1.0,1215,0
809,MDEwOlJlcG9zaXRvcnkxMDI2OTY1OTg=,luojilab/DDComponentForAndroid,07/09/2017,5,Java,3317,4,2.0,1.0,1449,0
810,MDEwOlJlcG9zaXRvcnkxMjU4NTcw,osmandapp/OsmAnd,15/01/2011,11,Java,3316,1,4.0,1.0,593930,1.0
811,MDEwOlJlcG9zaXRvcnkxMDU0NDA2MDM=,iammert/ScalingLayout,01/10/2017,4,Java,3311,4,2.0,1.0,631,0
812,MDEwOlJlcG9zaXRvcnkzNzc5MTA2OQ==,actorapp/actor-platform,21/06/2015,7,Java,3309,97,3.0,1.0,135085,0
813,MDEwOlJlcG9zaXRvcnk0NjY0ODU0NA==,shekhargulati/99-problems,22/11/2015,6,Java,3309,0,2.0,1.0,2057,0
814,MDEwOlJlcG9zaXRvcnkyNzkxMTA4OA==,apache/nifi,12/12/2014,7,Java,3307,0,3.0,1.0,116200.0,1.0
815,MDEwOlJlcG9zaXRvcnkxODI2MjM4NjU=,KunMinX/Linkage-RecyclerView,22/04/2019,3,Java,3305,0,5.0,1.0,2536,1.0
816,MDEwOlJlcG9zaXRvcnk3MTU1NzYzMQ==,youlookwhat/DesignPattern,21/10/2016,5,Java,3304,0,2.0,1.0,2603,0
817,MDEwOlJlcG9zaXRvcnkyNjIyNzI3,kevinsawicki/http-request,21/10/2011,10,Java,3283,0,2.0,1.0,4876,0
818,MDEwOlJlcG9zaXRvcnkxNjUyMTQ0OTQ=,ddd-by-examples/library,11/01/2019,3,Java,3279,0,5.0,1.0,1770,0
819,MDEwOlJlcG9zaXRvcnkxMDIxODM1MjY=,KingJA/LoadSir,02/09/2017,5,Java,3275,6,3.0,1.5,1481,0
820,MDEwOlJlcG9zaXRvcnkxNTQxMjc1,killme2008/aviatorscript,29/03/2011,11,Java,3275,48,4.0,1.0,36197,1.0
821,MDEwOlJlcG9zaXRvcnk3NzE2ODEwMw==,uber/AutoDispose,22/12/2016,5,Java,3275,2,6.0,1.0,5395,1.0
822,MDEwOlJlcG9zaXRvcnkzNjc1NTM3NjE=,fuzhengwei/small-spring,15/05/2021,1,Java,3275,0,2.0,1.0,26050,0
823,MDEwOlJlcG9zaXRvcnkyMjA4NzUyNTA=,201206030/novel,11/11/2019,2,Java,3273,9,2.0,1.0,4173,0
824,MDEwOlJlcG9zaXRvcnkyMDY0ODM=,apache/maven,21/05/2009,13,Java,3270,3,4.0,1.0,64464,1.0
825,MDEwOlJlcG9zaXRvcnk3OTI0MjEw,fyhertz/libstreaming,30/01/2013,9,Java,3257,0,2.0,1.0,6798,0
826,MDEwOlJlcG9zaXRvcnkxNTgyNTY0Nzk=,apache/iceberg,19/11/2018,3,Java,3249,6,7.0,1.0,343942,1.0
827,MDEwOlJlcG9zaXRvcnk0Nzg4MDIwNw==,DV8FromTheWorld/JDA,12/12/2015,6,Java,3248,60,6.0,1.0,49286,3.0
828,MDEwOlJlcG9zaXRvcnk3OTkzNjM4MQ==,google/volley,24/01/2017,5,Java,3244,9,2.0,1.0,9296,0
829,MDEwOlJlcG9zaXRvcnkxNTM0MTcxNDk=,java-aodeng/hope-boot,17/10/2018,3,Java,3240,2,4.0,1.0,2870,0
830,MDEwOlJlcG9zaXRvcnkzMDkwMDgzNg==,bluelinelabs/LoganSquare,17/02/2015,7,Java,3239,0,3.0,1.0,6892,0
831,MDEwOlJlcG9zaXRvcnk5ODYxODYzNg==,huburt-Hu/NewbieGuide,28/07/2017,5,Java,3237,20,3.0,1.0,1896,0
832,MDEwOlJlcG9zaXRvcnk0MjIzMzg3MQ==,tangqi92/Android-Tips,10/09/2015,7,Java,3236,0,0,1.0,177,1.0
833,MDEwOlJlcG9zaXRvcnk0OTIxOTIzMg==,UnevenSoftware/LeafPic,07/01/2016,6,Java,3236,7,3.0,1.0,13594,1.0
834,MDEwOlJlcG9zaXRvcnk4ODUwMjA3MA==,chenBingX/SuperTextView,17/04/2017,5,Java,3234,33,2.0,1.0,4733,0
835,MDEwOlJlcG9zaXRvcnkxMjc5MDY4ODM=,DTStack/chunjun,03/04/2018,4,Java,3233,27,4.0,1.0,93593,1.0
836,MDEwOlJlcG9zaXRvcnkxMTYxODYy,spockframework/spock,12/12/2010,11,Java,3233,19,4.0,1.0,20856,1.0
837,MDEwOlJlcG9zaXRvcnk1NzI4MDQ1,ragunathjawahar/android-saripaar,08/09/2012,10,Java,3231,3,3.0,2.0,4723,0
838,MDEwOlJlcG9zaXRvcnk1MTAzNzg1,undertow-io/undertow,19/07/2012,10,Java,3224,0,3.0,1.0,153795,0
839,MDEwOlJlcG9zaXRvcnkxMjQxNjY4MDQ=,flutter-webrtc/flutter-webrtc,07/03/2018,4,Java,3223,47,3.0,1.0,5023,0
840,MDEwOlJlcG9zaXRvcnk0OTYxMDc5OA==,rubenlagus/TelegramBots,14/01/2016,6,Java,3215,74,7.0,1.0,16281,0
841,MDEwOlJlcG9zaXRvcnk0NTE2NzMz,bauerca/drag-sort-listview,01/06/2012,10,Java,3212,0,2.0,1.0,4301,0
842,MDEwOlJlcG9zaXRvcnk0MjU4NDM2NQ==,anggrayudi/android-hidden-api,16/09/2015,6,Java,3207,1,8.5,1.0,480,0.5
843,MDEwOlJlcG9zaXRvcnk2Mjc1MDQ=,eishay/jvm-serializers,25/04/2010,12,Java,3205,0,5.0,2.0,31287,1.0
844,MDEwOlJlcG9zaXRvcnkxNTA5Mzg0MDY=,alibaba/Alink,30/09/2018,3,Java,3203,19,6.0,1.0,423038,0
845,MDEwOlJlcG9zaXRvcnk3OTcwMDQ0OA==,bilibili/boxing,22/01/2017,5,Java,3201,1,4.0,1.0,5910,1.0
846,MDEwOlJlcG9zaXRvcnkyMjc1NjU1MA==,daimajia/AndroidViewHover,08/08/2014,8,Java,3197,4,2.0,1.0,712,1.0
847,MDEwOlJlcG9zaXRvcnkxMzM2MzI4NDE=,eleme/UETool,16/05/2018,4,Java,3195,10,4.0,1.0,4145,0
848,MDEwOlJlcG9zaXRvcnk0Mjg0OTQwNw==,pengjianbo/GalleryFinal,21/09/2015,6,Java,3192,4,3.0,1.0,7997,1.0
849,MDEwOlJlcG9zaXRvcnk2NDg3MzE5Ng==,BelooS/ChipsLayoutManager,03/08/2016,6,Java,3191,11,3.5,1.0,6101,0
850,MDEwOlJlcG9zaXRvcnk2MzExMDg2Nw==,vaticle/typedb,11/07/2016,6,Java,3188,86,6.0,1.0,71022,1.0
851,MDEwOlJlcG9zaXRvcnk5MzA3OTk3,VaughnVernon/IDDD_Samples,08/04/2013,9,Java,3187,0,3.0,1.0,28475,5.0
852,MDEwOlJlcG9zaXRvcnkyMzkxMzQ3MA==,WritingMinds/ffmpeg-android-java,11/09/2014,8,Java,3186,8,1.0,1.0,1306,1.0
853,MDEwOlJlcG9zaXRvcnkxMDQ4MDkxMA==,chrisbanes/ActionBar-PullToRefresh,04/06/2013,9,Java,3182,0,5.0,2.0,3717,1.0
854,MDEwOlJlcG9zaXRvcnk2MjU3OTg0,yangfuhai/afinal,17/10/2012,9,Java,3179,0,2.0,1.0,6971,0
855,MDEwOlJlcG9zaXRvcnk2MTA3OTk2MA==,yanzhenjie/AndServer,14/06/2016,6,Java,3172,0,3.0,1.0,12020,1.0
856,MDEwOlJlcG9zaXRvcnkzMjQzMjY3MQ==,facebookarchive/network-connection-class,18/03/2015,7,Java,3169,2,2.5,1.0,650,0
857,MDEwOlJlcG9zaXRvcnk0MTM0NTYw,jfinal/jfinal,25/04/2012,10,Java,3168,0,3.0,1.0,31852,1.0
858,MDEwOlJlcG9zaXRvcnkyNjAxODk1NQ==,zzz40500/GsonFormat,31/10/2014,7,Java,3167,4,1.0,1.0,5684,0
859,MDEwOlJlcG9zaXRvcnkyNTQyMzI5Ng==,amulyakhare/TextDrawable,19/10/2014,7,Java,3167,0,3.0,1.0,824,0
860,MDEwOlJlcG9zaXRvcnkxMDIxMzc2NjE=,uber/NullAway,01/09/2017,5,Java,3163,0,2.0,1.0,16570,0
861,MDEwOlJlcG9zaXRvcnkxNTkzMzA5MQ==,alibaba/cobar,15/01/2014,8,Java,3159,1,3.0,1.0,63193,1.0
862,MDEwOlJlcG9zaXRvcnk3NjMxMzg3NA==,lenve/JavaEETest,13/12/2016,5,Java,3152,0,3.0,1.0,3857,0
863,MDEwOlJlcG9zaXRvcnk1MTA3ODQwOA==,dariuszseweryn/RxAndroidBle,04/02/2016,6,Java,3150,53,3.0,1.0,14986,0
864,MDEwOlJlcG9zaXRvcnkxMTIzMzk5Ng==,immutables/immutables,07/07/2013,9,Java,3147,8,3.0,1.0,66854,0
865,MDEwOlJlcG9zaXRvcnk3Mjc1Mzg3Ng==,woxingxiao/BubbleSeekBar,03/11/2016,5,Java,3145,12,2.0,1.0,1958,1.0
866,MDEwOlJlcG9zaXRvcnkxNzk2MDc0Ng==,jMonkeyEngine/jmonkeyengine,20/03/2014,8,Java,3144,48,3.0,1.0,193396,0
867,MDEwOlJlcG9zaXRvcnk0MzQwNjk3Ng==,react-native-share/react-native-share,30/09/2015,6,Java,3143,91,3.0,2.0,1657,8.0
868,MDEwOlJlcG9zaXRvcnkxNTY3NzY0NDI=,trojan-gfw/igniter,08/11/2018,3,Java,3143,33,2.0,1.0,6122,0
869,MDEwOlJlcG9zaXRvcnkzODU3MTQxOQ==,Skykai521/StickerCamera,05/07/2015,7,Java,3141,0,2.0,1.0,14361,0
870,MDEwOlJlcG9zaXRvcnkyODI4MTk0,nicolasgramlich/AndEngine,22/11/2011,10,Java,3140,0,3.0,1.0,33585,1.0
871,MDEwOlJlcG9zaXRvcnk0Mzg3NjE2Ng==,dingjikerbo/Android-BluetoothKit,08/10/2015,6,Java,3140,0,2.0,1.0,8347,0
872,MDEwOlJlcG9zaXRvcnkxNjU3NjczNDk=,tianshiyeben/wgcloud,15/01/2019,3,Java,3138,12,3.0,1.0,6105,21.0
873,MDEwOlJlcG9zaXRvcnk0NjI4MjA5Ng==,hitherejoe/animate,16/11/2015,6,Java,3138,0,6.0,2.0,1706,1.0
874,MDEwOlJlcG9zaXRvcnk2ODM5OTU5Nw==,airbnb/native-navigation,16/09/2016,5,Java,3133,0,3.0,1.0,4473,0
875,MDEwOlJlcG9zaXRvcnk3NjQwMDQyNg==,spring-cloud/spring-cloud-kubernetes,13/12/2016,5,Java,3132,0,-,-,-,-
876,MDEwOlJlcG9zaXRvcnk4MTYxNDYx,ikarus23/MifareClassicTool,12/02/2013,9,Java,3131,2,9.0,3.0,6514,3.0
877,MDEwOlJlcG9zaXRvcnkxMTU0MTE4MjY=,tronprotocol/java-tron,26/12/2017,4,Java,3131,68,10.0,1.0,223847,0
878,MDEwOlJlcG9zaXRvcnkyMzEzMjk5OTA=,jetlinks/jetlinks-community,02/01/2020,2,Java,3126,15,6.0,1.0,22312,0
879,MDEwOlJlcG9zaXRvcnkzODg0NjM1MQ==,danylovolokh/VideoPlayerManager,09/07/2015,7,Java,3125,0,3.0,1.0,4228,0
880,MDEwOlJlcG9zaXRvcnk0ODM5MjQ=,awaitility/awaitility,22/01/2010,12,Java,3120,0,1.0,1.0,5233,0
881,MDEwOlJlcG9zaXRvcnk0MTY2Mjc3,aragozin/jvm-tools,28/04/2012,10,Java,3120,0,2.0,1.0,32343,0
882,MDEwOlJlcG9zaXRvcnkzMDM4OTM3,FasterXML/jackson-databind,23/12/2011,10,Java,3115,0,3.0,1.0,86900.0,0
883,MDEwOlJlcG9zaXRvcnk2NDczNjk1MQ==,yipianfengye/android-adDialog,02/08/2016,6,Java,3115,0,2.5,1.0,1607,0
884,MDEwOlJlcG9zaXRvcnkxNTc3MTUwNA==,guoguibing/librec,09/01/2014,8,Java,3114,3,6.0,2.0,30152,1.0
885,MDEwOlJlcG9zaXRvcnkxNDUxNDc2Nw==,Red5/red5-server,19/11/2013,8,Java,3114,65,3.0,1.0,60594,1.0
886,MDEwOlJlcG9zaXRvcnk1ODU5NjI0Ng==,crazyandcoder/citypicker,12/05/2016,6,Java,3113,4,2.0,1.0,6571,0
887,MDEwOlJlcG9zaXRvcnk0Mzg5Njc2Mw==,hongyangAndroid/Highlight,08/10/2015,6,Java,3112,0,2.0,1.0,964,0
888,MDEwOlJlcG9zaXRvcnkyMjI5MjIzMA==,watabou/pixel-dungeon,26/07/2014,8,Java,3111,0,4.0,2.0,38623,1.0
889,MDEwOlJlcG9zaXRvcnk4MTkwMTg0Mg==,android-notes/Cockroach,14/02/2017,5,Java,3108,1,3.0,1.0,1562,0
890,MDEwOlJlcG9zaXRvcnkyNDY0NjQ1NjU=,PojavLauncherTeam/PojavLauncher,11/03/2020,2,Java,3103,123,3.0,1.0,35373,1.0
891,MDEwOlJlcG9zaXRvcnk0NjE1NDczNQ==,requery/requery,14/11/2015,6,Java,3103,43,3.0,1.0,23679,0
892,MDEwOlJlcG9zaXRvcnk3ODIyMzg5NA==,RipMeApp/ripme,06/01/2017,5,Java,3085,126,4.0,2.0,19824,3.0
893,MDEwOlJlcG9zaXRvcnkxMzk0MjAyNA==,java8/Java8InAction,28/10/2013,8,Java,3077,0,1.0,1.0,3724,0
